marital,default,housing-loan,personal-loan,current-campaign,previous-campaign,age,job,subscribed,education,balance
single,no,no,yes,6,0,52,self-employed,no,primary,217
divorced,no,yes,no,5,0,42,self-employed,no,tertiary,360
single,no,yes,no,1,0,41,blue-collar,no,secondary,428
single,no,no,no,1,0,30,blue-collar,yes,secondary,315
married,no,yes,yes,1,2,38,blue-collar,no,secondary,121
married,no,yes,no,3,0,32,management,no,tertiary,820
married,no,yes,no,1,5,52,technician,yes,secondary,195
divorced,no,yes,no,2,0,48,management,no,tertiary,108
married,no,yes,no,29,0,36,management,no,tertiary,-381
divorced,no,no,no,1,4,45,unemployed,no,primary,757
married,no,yes,yes,1,0,34,technician,no,tertiary,691
married,no,yes,no,2,0,36,blue-collar,yes,primary,1925
married,no,yes,no,1,2,34,management,no,tertiary,902
married,no,no,no,1,2,61,retired,no,secondary,5207
married,no,no,no,1,0,54,services,no,secondary,0
married,no,no,no,1,0,50,entrepreneur,no,secondary,665
divorced,no,yes,no,4,4,43,admin.,no,secondary,738
married,no,no,no,3,0,47,blue-collar,no,primary,233
married,no,yes,no,1,0,45,services,no,secondary,-839
married,no,no,no,1,0,57,retired,no,primary,5799
married,no,yes,no,1,0,27,admin.,no,secondary,1033
divorced,no,no,no,3,0,49,unemployed,no,secondary,66
married,no,yes,no,1,2,43,services,no,primary,2567
married,no,yes,no,1,0,40,management,no,tertiary,1584
single,no,yes,no,1,0,32,services,no,secondary,182
married,no,yes,no,4,0,58,management,no,primary,76
single,no,yes,no,1,0,34,admin.,no,secondary,663
divorced,no,yes,no,2,0,46,technician,no,secondary,3455
married,no,no,no,1,0,29,blue-collar,no,secondary,15
married,no,no,no,1,0,52,blue-collar,no,primary,1054
married,no,no,no,1,0,45,management,no,tertiary,1529
single,no,no,no,4,0,26,management,no,secondary,63
married,no,no,no,1,0,40,technician,no,tertiary,0
married,no,yes,yes,1,0,41,admin.,no,secondary,920
single,no,no,no,2,4,47,admin.,yes,secondary,3696
single,no,no,no,4,0,27,technician,no,unknown,59
married,no,yes,no,13,0,27,services,no,secondary,0
married,no,yes,no,1,0,48,blue-collar,no,secondary,157
married,no,no,no,3,0,49,admin.,no,secondary,2465
married,no,yes,no,6,0,35,blue-collar,no,primary,0
married,yes,no,no,2,0,47,self-employed,no,secondary,2
married,no,no,no,5,0,54,management,no,tertiary,0
single,no,no,no,1,0,39,management,no,tertiary,12437
single,no,yes,no,1,0,28,student,no,secondary,378
married,no,no,no,2,0,54,blue-collar,no,primary,211
married,no,yes,no,3,3,34,technician,no,secondary,-228
married,no,no,no,1,1,63,retired,no,secondary,2747
married,no,yes,no,32,0,42,self-employed,no,tertiary,1932
single,no,no,no,1,0,43,technician,no,secondary,11269
married,no,yes,no,2,7,37,admin.,no,secondary,1314
married,no,no,no,9,0,55,blue-collar,no,primary,2275
single,no,no,no,2,0,43,management,yes,tertiary,1304
married,yes,no,yes,1,0,41,blue-collar,yes,secondary,720
divorced,no,yes,no,13,0,47,technician,no,secondary,2914
married,no,yes,no,1,0,34,technician,no,secondary,1464
single,no,no,no,2,0,28,student,no,secondary,11555
married,no,yes,no,2,0,36,services,no,secondary,-302
married,no,yes,no,1,1,50,technician,no,secondary,2497
married,no,yes,no,2,0,35,blue-collar,no,secondary,-339
married,no,yes,yes,1,1,40,technician,no,secondary,56
single,no,no,no,3,0,26,self-employed,no,tertiary,211
divorced,no,yes,no,3,0,36,management,no,tertiary,3611
married,no,no,no,2,0,59,unemployed,no,primary,0
single,no,no,no,13,0,28,student,no,secondary,459
married,no,yes,no,2,0,46,entrepreneur,no,unknown,242
married,no,no,no,10,0,50,self-employed,no,secondary,1138
married,no,yes,no,1,1,53,management,no,tertiary,1319
married,no,no,no,5,0,81,retired,no,secondary,1
divorced,no,yes,no,2,0,35,services,no,secondary,67
married,no,no,no,1,0,58,retired,no,unknown,937
married,no,yes,yes,1,0,44,services,no,secondary,0
married,no,yes,no,1,0,38,management,no,tertiary,-558
married,no,no,no,3,2,49,blue-collar,no,secondary,171
single,no,no,yes,1,8,33,technician,no,tertiary,696
married,no,yes,yes,3,0,29,management,no,tertiary,361
single,no,no,no,1,0,28,technician,yes,secondary,227
married,no,yes,yes,3,0,31,admin.,no,secondary,236
single,no,no,no,2,0,33,management,no,tertiary,-53
married,no,yes,no,2,0,52,technician,no,secondary,192
divorced,no,yes,no,6,0,43,management,no,tertiary,38
single,no,yes,no,7,0,32,self-employed,no,secondary,518
married,no,yes,yes,4,0,36,self-employed,no,tertiary,16
married,no,yes,no,2,0,41,blue-collar,no,secondary,-256
married,no,no,yes,2,0,43,blue-collar,no,secondary,105
married,no,no,no,2,0,45,self-employed,no,tertiary,334
married,no,no,yes,1,0,39,technician,no,secondary,1048
married,no,yes,yes,7,0,41,services,no,secondary,108
married,no,no,no,1,0,31,technician,no,secondary,660
single,yes,yes,no,1,0,37,unemployed,no,tertiary,0
married,no,no,no,1,0,28,entrepreneur,no,unknown,1034
married,no,yes,no,2,1,47,housemaid,no,primary,201
married,no,no,no,4,0,37,housemaid,no,primary,189
divorced,no,yes,no,1,2,60,retired,no,unknown,-49
divorced,no,yes,no,3,0,43,technician,no,secondary,1413
divorced,no,yes,yes,3,0,58,retired,no,tertiary,264
married,no,yes,yes,1,0,52,entrepreneur,no,tertiary,54
married,no,yes,no,2,4,50,blue-collar,no,primary,12519
single,no,no,no,1,0,32,services,yes,secondary,2881
married,no,yes,no,1,0,42,blue-collar,no,primary,0
married,no,yes,yes,2,0,31,admin.,no,secondary,88
married,no,yes,no,1,0,28,blue-collar,no,secondary,1020
divorced,no,no,no,8,0,36,technician,no,tertiary,119
single,no,no,no,1,0,51,unemployed,no,tertiary,1594
married,no,yes,yes,1,0,46,technician,no,tertiary,342
single,no,no,no,2,0,50,services,no,secondary,72
married,no,yes,no,1,0,32,blue-collar,no,secondary,14
single,no,no,no,3,0,26,entrepreneur,no,tertiary,81
married,no,no,no,2,0,41,self-employed,yes,tertiary,231
married,no,yes,no,1,1,39,technician,no,tertiary,1161
married,no,yes,no,1,0,31,blue-collar,no,secondary,-45
single,no,yes,yes,2,0,28,management,no,tertiary,231
single,no,no,no,2,0,31,management,no,secondary,36
married,no,yes,no,1,0,30,technician,no,tertiary,1570
married,no,no,no,3,4,35,technician,yes,tertiary,7050
married,no,yes,no,2,0,33,blue-collar,no,primary,3704
single,no,yes,no,8,0,30,technician,no,tertiary,6619
single,no,yes,no,1,0,32,blue-collar,no,secondary,-84
single,no,no,no,1,3,40,management,no,tertiary,1509
married,no,no,no,2,0,31,self-employed,no,tertiary,1134
married,no,yes,yes,2,0,36,technician,no,secondary,146
single,no,yes,no,1,0,33,management,no,tertiary,9449
married,no,yes,yes,1,0,57,retired,no,secondary,374
married,no,no,no,2,0,45,technician,no,secondary,88
married,no,no,no,1,2,59,management,no,tertiary,2764
single,no,yes,yes,8,0,30,management,yes,tertiary,2
married,no,no,no,1,3,33,technician,no,tertiary,8023
married,no,yes,no,13,0,52,blue-collar,no,secondary,289
married,no,no,no,10,0,83,retired,no,secondary,0
divorced,no,no,no,1,0,58,self-employed,yes,tertiary,1382
divorced,yes,no,yes,1,0,33,management,no,tertiary,280
divorced,no,yes,no,5,0,41,blue-collar,no,primary,2195
married,no,no,no,4,0,31,self-employed,no,secondary,33
divorced,no,no,yes,5,0,35,blue-collar,no,secondary,275
single,no,yes,no,3,0,27,management,yes,tertiary,703
divorced,no,no,no,8,0,57,admin.,no,unknown,887
married,no,no,no,2,0,56,unknown,no,unknown,0
single,no,yes,no,2,0,53,admin.,no,secondary,1178
married,no,yes,no,2,0,39,management,yes,tertiary,2763
single,no,yes,yes,10,0,32,entrepreneur,no,tertiary,890
married,no,no,no,4,0,46,self-employed,yes,secondary,548
married,no,no,no,2,0,56,technician,no,tertiary,272
divorced,no,yes,no,3,2,46,management,no,tertiary,6269
married,no,yes,no,4,0,29,entrepreneur,no,secondary,178
married,no,yes,yes,2,3,60,management,no,primary,252
single,no,yes,no,2,2,33,housemaid,no,tertiary,23663
single,no,no,no,1,3,27,entrepreneur,no,tertiary,81
divorced,no,yes,no,2,0,50,self-employed,no,tertiary,59
married,no,no,yes,1,0,45,services,no,secondary,1343
married,no,no,no,6,0,58,retired,no,secondary,225
married,no,yes,no,7,0,59,retired,no,primary,0
divorced,no,yes,no,6,0,58,retired,no,primary,2538
married,no,no,no,1,1,64,retired,no,primary,43
married,no,no,no,1,1,47,technician,no,secondary,57
married,no,yes,no,2,0,40,management,no,tertiary,-117
divorced,no,yes,yes,1,1,36,technician,no,secondary,666
single,no,yes,no,5,0,28,management,yes,tertiary,0
single,no,yes,no,2,0,38,technician,yes,tertiary,25
married,no,yes,no,2,3,53,entrepreneur,no,primary,1034
single,no,yes,no,6,0,46,blue-collar,no,secondary,324
married,no,no,no,1,8,54,technician,no,secondary,0
married,no,no,no,1,0,32,management,no,tertiary,0
married,no,no,yes,1,1,55,management,no,primary,621
divorced,no,no,no,1,0,55,retired,no,secondary,138
married,no,no,yes,4,0,56,technician,no,secondary,4063
married,no,no,no,1,0,40,blue-collar,no,secondary,11084
married,no,yes,no,1,1,44,technician,no,secondary,310
married,no,yes,no,1,1,32,entrepreneur,no,unknown,73
married,no,yes,no,4,0,33,management,no,tertiary,1808
divorced,no,no,no,3,0,41,unemployed,no,secondary,1281
married,no,yes,no,4,2,37,technician,no,secondary,64
single,no,yes,no,3,0,58,management,no,tertiary,2
married,no,no,yes,2,0,52,blue-collar,no,secondary,60
single,no,no,no,6,0,49,services,no,secondary,133
married,no,no,no,3,0,44,housemaid,no,primary,3706
single,no,no,no,1,0,28,admin.,no,unknown,174
married,no,no,yes,2,0,31,technician,no,secondary,251
married,no,yes,no,16,0,37,self-employed,no,secondary,4153
single,no,yes,no,2,0,30,technician,no,tertiary,985
single,no,no,no,3,2,28,services,yes,secondary,168
married,no,yes,no,2,8,46,services,no,secondary,1550
married,no,yes,no,5,0,47,management,no,tertiary,7708
married,no,yes,no,5,0,35,blue-collar,no,primary,-12
married,no,no,no,1,0,80,management,no,primary,6483
single,no,yes,yes,5,0,30,technician,no,tertiary,60
single,no,yes,no,1,0,55,technician,no,secondary,3339
single,no,no,yes,1,0,22,student,no,tertiary,1161
single,no,yes,no,1,0,33,blue-collar,no,primary,599
married,no,no,no,2,0,53,entrepreneur,no,unknown,28
married,no,no,no,2,0,49,management,no,tertiary,1430
married,no,no,yes,4,0,51,retired,no,secondary,35
married,no,yes,no,1,0,41,self-employed,no,tertiary,6000
married,no,yes,no,1,0,34,technician,no,secondary,0
single,no,no,yes,3,0,36,blue-collar,no,secondary,340
married,no,no,no,1,4,35,entrepreneur,no,tertiary,0
married,no,yes,no,1,0,29,services,no,secondary,3
single,no,yes,no,1,0,40,technician,no,tertiary,445
divorced,no,no,no,6,0,32,management,yes,tertiary,874
married,no,no,no,2,0,48,blue-collar,no,secondary,705
married,no,no,no,1,0,59,retired,yes,unknown,1033
divorced,no,yes,no,2,0,35,self-employed,yes,tertiary,1354
single,no,no,no,1,0,33,technician,no,tertiary,123
married,no,no,no,1,0,55,retired,no,primary,8894
married,no,yes,no,1,0,41,blue-collar,no,secondary,429
married,no,no,no,2,0,42,housemaid,no,primary,14752
married,no,no,no,1,0,46,blue-collar,no,primary,67
divorced,no,no,no,2,0,35,housemaid,no,secondary,39
single,no,no,no,2,0,28,technician,no,tertiary,102
single,no,no,no,1,3,25,student,no,secondary,1790
single,no,no,no,6,0,56,management,no,tertiary,15311
single,no,no,no,1,0,30,admin.,no,secondary,-635
married,no,no,no,4,0,45,blue-collar,no,secondary,115
married,no,no,no,3,0,40,management,no,tertiary,10786
married,no,yes,no,2,4,40,blue-collar,no,secondary,498
married,no,yes,yes,13,0,39,blue-collar,no,secondary,1045
married,no,no,no,1,0,48,entrepreneur,no,tertiary,810
single,no,yes,no,1,0,31,technician,no,tertiary,-162
married,no,no,no,3,0,32,management,no,tertiary,55
married,no,yes,yes,2,0,34,services,no,secondary,586
single,no,no,no,1,8,26,technician,no,secondary,455
married,no,yes,no,3,9,31,management,no,tertiary,1010
single,no,yes,no,1,0,37,management,no,tertiary,509
single,no,no,no,1,0,29,student,no,unknown,2929
married,no,yes,yes,3,0,57,technician,no,secondary,3071
single,no,yes,no,2,0,47,management,no,tertiary,153
single,no,yes,no,2,0,38,self-employed,no,secondary,1146
married,no,no,yes,1,8,48,blue-collar,no,primary,1092
married,no,no,yes,1,0,50,management,yes,tertiary,3463
married,no,yes,no,2,0,33,admin.,no,secondary,1158
single,no,yes,no,2,0,28,admin.,no,secondary,26
single,no,no,no,1,0,30,services,no,secondary,566
divorced,no,no,no,2,0,52,technician,no,secondary,204
married,no,no,no,1,0,36,technician,yes,secondary,480
single,no,yes,no,1,1,36,technician,no,secondary,1855
married,no,no,no,2,0,46,services,no,secondary,1034
married,no,no,no,3,0,57,management,no,tertiary,3250
single,no,no,no,1,0,28,management,yes,secondary,1633
married,no,yes,no,1,1,46,services,no,secondary,0
married,no,no,no,4,0,55,retired,yes,primary,3334
married,no,yes,yes,1,0,33,management,no,tertiary,4020
married,no,no,yes,1,0,53,management,no,secondary,66
single,no,yes,yes,1,0,41,technician,no,secondary,-41
married,no,yes,no,1,0,60,blue-collar,no,secondary,322
married,no,no,yes,1,0,35,entrepreneur,no,primary,2643
divorced,no,yes,no,1,0,43,blue-collar,no,primary,49
divorced,no,no,no,10,0,57,admin.,no,primary,1
married,no,yes,no,9,0,46,admin.,no,secondary,3098
married,no,yes,no,9,0,31,blue-collar,no,primary,352
married,no,no,no,2,0,53,technician,no,secondary,65
married,no,yes,no,3,0,35,blue-collar,no,secondary,1949
single,no,yes,no,3,0,32,admin.,no,secondary,739
married,no,yes,yes,1,0,48,management,yes,tertiary,1167
married,no,yes,no,2,0,50,admin.,no,secondary,231
married,no,yes,no,1,0,40,blue-collar,no,primary,1136
married,no,no,no,1,0,42,entrepreneur,no,tertiary,233
married,no,no,no,1,0,59,admin.,no,secondary,817
single,no,yes,no,4,0,27,blue-collar,no,primary,1128
single,no,yes,no,2,0,32,management,no,tertiary,1831
single,no,yes,no,1,0,35,technician,no,secondary,450
married,no,yes,no,2,8,28,services,no,secondary,0
divorced,no,no,no,2,4,37,management,no,secondary,414
married,no,yes,no,4,0,57,management,no,primary,1052
single,no,yes,no,2,0,42,admin.,no,secondary,1022
married,no,yes,no,3,0,55,admin.,no,primary,343
married,no,yes,no,3,2,52,management,no,tertiary,1944
single,no,yes,yes,6,0,26,blue-collar,no,secondary,-32
married,no,yes,no,2,0,52,technician,no,secondary,1781
single,no,no,no,1,0,26,management,no,tertiary,350
married,no,yes,no,1,0,33,unemployed,no,secondary,2
single,no,yes,yes,4,0,24,blue-collar,no,primary,111
divorced,no,yes,no,1,0,37,management,no,tertiary,168
single,no,no,no,8,6,28,technician,no,secondary,3
single,no,yes,no,2,0,30,technician,no,secondary,102
married,no,yes,no,1,0,33,blue-collar,no,primary,0
married,no,no,no,1,0,55,unknown,no,primary,159
married,no,yes,no,2,0,33,blue-collar,no,secondary,1134
married,no,yes,no,3,0,42,blue-collar,no,secondary,352
married,no,yes,no,1,0,37,management,no,tertiary,865
married,no,yes,no,3,0,59,blue-collar,no,primary,179
single,no,yes,no,3,0,27,blue-collar,no,secondary,5
married,yes,yes,no,2,0,23,student,no,tertiary,-230
divorced,no,no,no,2,0,51,management,no,tertiary,0
married,no,yes,no,2,0,50,blue-collar,no,primary,3924
married,no,yes,no,5,0,43,technician,no,secondary,764
divorced,no,yes,no,1,0,37,blue-collar,no,primary,511
single,no,yes,no,8,0,34,management,no,tertiary,4348
married,no,yes,no,3,0,41,management,no,tertiary,3016
single,no,no,no,3,0,26,student,no,secondary,279
divorced,no,no,no,1,0,49,management,no,tertiary,1405
single,no,yes,no,1,0,29,blue-collar,yes,secondary,908
single,no,yes,no,4,0,30,management,no,tertiary,162
divorced,no,no,no,1,0,38,services,no,secondary,792
married,no,no,no,2,0,58,management,no,secondary,111
single,no,no,no,1,1,34,student,no,unknown,1281
divorced,no,yes,no,2,0,53,services,no,unknown,1012
married,no,no,no,2,5,50,management,no,tertiary,2881
single,no,yes,no,1,2,30,blue-collar,no,secondary,445
married,no,yes,no,2,1,40,management,no,secondary,643
single,no,no,no,1,0,57,housemaid,no,secondary,254
married,no,yes,no,2,18,40,management,no,tertiary,-1212
married,no,yes,yes,3,4,41,technician,no,secondary,2125
divorced,no,yes,no,1,0,53,technician,no,unknown,629
married,no,yes,yes,4,0,48,blue-collar,no,secondary,-202
single,no,yes,no,2,2,32,technician,no,secondary,271
married,no,yes,no,1,0,34,management,yes,tertiary,703
married,no,yes,no,3,0,46,blue-collar,no,secondary,-216
divorced,no,no,yes,1,0,45,services,no,secondary,88
single,no,yes,no,1,0,51,admin.,no,tertiary,16
married,no,yes,no,1,0,31,management,no,secondary,466
married,no,yes,no,1,1,47,technician,no,secondary,-75
married,no,no,no,1,0,32,blue-collar,no,secondary,456
married,no,yes,no,1,0,41,technician,no,secondary,77
single,no,no,no,1,0,37,services,no,secondary,-244
single,no,no,no,1,0,27,blue-collar,no,primary,1209
married,no,yes,no,1,2,27,services,no,secondary,58
married,yes,no,no,5,0,50,management,no,secondary,421
single,no,yes,no,2,1,31,management,no,tertiary,112
married,no,no,no,1,8,40,self-employed,no,tertiary,13669
married,no,yes,no,1,2,43,management,yes,tertiary,1429
married,no,no,no,1,0,39,technician,no,tertiary,794
single,no,no,no,3,0,31,entrepreneur,no,tertiary,1957
married,no,yes,no,1,0,48,technician,no,secondary,454
single,no,no,yes,8,0,32,blue-collar,no,primary,882
married,no,yes,no,1,1,47,unemployed,no,primary,168
single,no,yes,no,22,0,35,management,no,tertiary,714
single,no,no,no,1,0,42,management,no,tertiary,0
married,no,no,no,2,0,47,blue-collar,yes,secondary,1996
married,no,no,no,1,0,59,retired,no,secondary,163
married,no,yes,no,2,0,38,admin.,no,secondary,3190
married,no,no,no,4,0,50,unemployed,no,secondary,1772
single,no,no,no,2,0,27,services,no,secondary,-151
married,no,no,no,1,0,55,housemaid,no,primary,16
single,no,yes,no,3,3,39,services,yes,secondary,7066
single,no,no,no,3,0,31,technician,no,tertiary,454
married,no,yes,no,2,0,37,entrepreneur,no,tertiary,4798
single,yes,yes,no,7,0,28,technician,no,secondary,-298
married,no,no,no,2,0,42,technician,no,secondary,439
divorced,no,yes,no,1,0,40,services,no,secondary,1927
single,no,yes,yes,2,5,59,management,no,secondary,671
single,no,yes,no,3,0,40,services,no,secondary,65
married,no,yes,no,1,0,43,technician,no,secondary,-932
single,no,yes,no,2,0,38,technician,no,secondary,4366
married,no,yes,no,2,0,54,retired,no,primary,0
married,no,yes,no,2,0,41,blue-collar,no,secondary,4900
divorced,no,no,no,1,3,55,housemaid,yes,primary,976
married,no,no,no,1,0,33,management,no,tertiary,148
married,no,no,no,3,0,46,blue-collar,no,secondary,5
married,no,no,no,2,0,36,management,no,secondary,-148
divorced,no,no,yes,1,0,48,technician,no,tertiary,113
married,no,yes,no,2,0,42,management,no,secondary,-105
divorced,no,no,no,2,2,46,management,yes,tertiary,624
married,yes,yes,yes,4,0,49,technician,no,secondary,-1680
married,no,no,no,2,1,36,blue-collar,no,secondary,-461
single,no,yes,yes,1,19,34,technician,no,tertiary,144
divorced,no,yes,yes,5,0,51,entrepreneur,no,tertiary,4
married,no,no,no,2,0,58,blue-collar,no,primary,309
married,no,no,no,2,0,48,management,no,tertiary,866
single,no,yes,no,1,0,41,admin.,yes,secondary,1020
married,no,yes,no,4,0,49,self-employed,no,primary,489
married,no,yes,no,2,0,43,management,no,primary,8167
single,no,no,yes,3,0,32,blue-collar,no,secondary,-255
married,no,no,no,3,0,54,retired,no,secondary,3671
